county,fips,year,month,temperature_C,precip_mm
Windsor,50027,2018,3,-2.75,63.24
Windsor,50027,2018,4,2.54,103.8
Windsor,50027,2018,5,14.16,37.2
Windsor,50027,2018,6,16.34,95.7
Windsor,50027,2018,7,20.72,128.34
Windsor,50027,2018,8,20.32,124
Windsor,50027,2018,9,16.18,93.9
Windsor,50027,2018,10,7.08,88.04
Windsor,50027,2018,11,-0.96,141.9
Windsor,50027,2018,12,-4.55,89.28
Windsor,50027,2019,1,-9.59,102.3
Windsor,50027,2019,2,-6.85,54.6
Windsor,50027,2019,3,-2.38,36.27
Windsor,50027,2019,4,5.91,121.8
Windsor,50027,2019,5,10.85,106.95
Windsor,50027,2019,6,16.45,139.5
Windsor,50027,2019,7,21.06,70.68
Windsor,50027,2019,8,18.47,76.57
Windsor,50027,2019,9,14.45,59.7
Windsor,50027,2019,10,8.86,157.79
Windsor,50027,2019,11,-1.64,70.8
Windsor,50027,2019,12,-4.44,103.23
Windsor,50027,2020,1,-4.68,50.53
Windsor,50027,2020,2,-6,64.09
Windsor,50027,2020,3,0.74,68.82
Windsor,50027,2020,4,3.58,89.7
Windsor,50027,2020,5,11.21,61.69
Windsor,50027,2020,6,17.72,53.4
Windsor,50027,2020,7,21.44,83.08
Windsor,50027,2020,8,19.04,110.36
Windsor,50027,2020,9,14.82,64.5
Windsor,50027,2020,10,8.12,88.66
Windsor,50027,2020,11,3.5,90.9
Windsor,50027,2020,12,-3.03,77.19
Windsor,50027,2021,1,-7.92,54.25
Windsor,50027,2021,2,-8.22,55.16
Windsor,50027,2021,3,-0.28,40.61
Windsor,50027,2021,4,6.33,107.1
Windsor,50027,2021,5,12.19,66.65
Windsor,50027,2021,6,18.96,84.6
Windsor,50027,2021,7,18.48,216.69
Windsor,50027,2021,8,20.52,80.6
Windsor,50027,2021,9,15.87,96
Windsor,50027,2021,10,10.92,117.8
Windsor,50027,2021,11,1.27,65.7
Windsor,50027,2021,12,-2.33,82.15
Windsor,50027,2022,1,-10.4,32.55
Windsor,50027,2022,2,-6.01,95.76
Windsor,50027,2022,3,-0.4,96.41
Windsor,50027,2022,4,4.72,100.8
Windsor,50027,2022,5,13.69,78.74
Windsor,50027,2022,6,16.73,68.4
Windsor,50027,2022,7,19.94,86.18
Windsor,50027,2022,8,20.38,94.55
Windsor,50027,2022,9,14.88,134.7
Windsor,50027,2022,10,9,64.48
Windsor,50027,2022,11,3.44,100.2
Windsor,50027,2022,12,-3.01,102.61
Windsor,50027,2023,1,-3.93,104.78
Windsor,50027,2023,2,-4.8,44.24
Windsor,50027,2023,3,-1.7,92.07
Windsor,50027,2023,4,6.89,87
Windsor,50027,2023,5,11.51,69.13
Windsor,50027,2023,6,16.49,143.4
Windsor,50027,2023,7,21.03,240.56
Windsor,50027,2023,8,18.02,159.96
Windsor,50027,2023,9,15.79,78.3
Windsor,50027,2023,10,10.38,121.83
Windsor,50027,2023,11,-0.26,62.4
Windsor,50027,2023,12,-1.51,153.45
Newport,44005,2017,1,2.16,115.32
Newport,44005,2017,2,1.87,54.88
Newport,44005,2017,3,1.18,100.13
Newport,44005,2017,4,8.83,143.1
Newport,44005,2017,5,12.54,158.1
Newport,44005,2017,6,18.07,90.3
Newport,44005,2017,7,21.55,93.93
Newport,44005,2017,8,21.53,57.35
Newport,44005,2017,9,19.42,92.7
Newport,44005,2017,10,16.42,168.95
Newport,44005,2017,11,8.1,64.8
Newport,44005,2017,12,0.65,62.31
Newport,44005,2018,1,-1.09,135.16
Newport,44005,2018,2,2.91,159.04
Newport,44005,2018,3,2.41,119.97
Newport,44005,2018,4,6.26,128.4
Newport,44005,2018,5,13.93,58.28
Newport,44005,2018,6,17.85,79.2
Newport,44005,2018,7,22.72,80.29
Newport,44005,2018,8,24.01,82.15
Newport,44005,2018,9,19.94,191.4
Newport,44005,2018,10,13.05,149.11
Newport,44005,2018,11,6.33,235.2
Newport,44005,2018,12,2.48,128.96
Newport,44005,2019,1,-0.53,149.42
Newport,44005,2019,2,-0.04,81.76
Newport,44005,2019,3,2.18,88.97
Newport,44005,2019,4,8.44,171
Newport,44005,2019,5,12.46,101.06
Newport,44005,2019,6,18.08,129
Newport,44005,2019,7,23.09,116.25
Newport,44005,2019,8,22.37,96.72
Newport,44005,2019,9,19.04,47.1
Newport,44005,2019,10,14.17,172.36
Newport,44005,2019,11,6.31,86.7
Newport,44005,2019,12,2.52,178.56
Newport,44005,2020,1,2.2,42.78
Newport,44005,2020,2,2.13,81.2
Newport,44005,2020,3,5.17,102.3
Newport,44005,2020,4,6.59,132
Newport,44005,2020,5,12.07,71.61
Newport,44005,2020,6,19.25,71.1
Newport,44005,2020,7,23.59,50.22
Newport,44005,2020,8,23.39,46.19
Newport,44005,2020,9,19.33,31.5
Newport,44005,2020,10,14.22,150.66
Newport,44005,2020,11,10.22,125.7
Newport,44005,2020,12,3.72,180.42
Newport,44005,2021,1,0.15,59.83
Newport,44005,2021,2,0.44,90.16
Newport,44005,2021,3,3.56,72.23
Newport,44005,2021,4,8.13,88.5
Newport,44005,2021,5,13.79,123.69
Newport,44005,2021,6,19.62,52.5
Newport,44005,2021,7,21.82,165.23
Newport,44005,2021,8,23.35,115.32
Newport,44005,2021,9,20.34,187.5
Newport,44005,2021,10,15.94,140.74
Newport,44005,2021,11,7.64,53.4
Newport,44005,2021,12,5.02,47.12
Newport,44005,2022,1,-0.8,89.28
Newport,44005,2022,2,1.02,128.52
Newport,44005,2022,3,4.49,87.73
Newport,44005,2022,4,8.59,83.4
Newport,44005,2022,5,13.85,52.08
Newport,44005,2022,6,19.08,87
Newport,44005,2022,7,23.73,37.2
Newport,44005,2022,8,23.92,69.75
Newport,44005,2022,9,19.3,143.1
Newport,44005,2022,10,14.23,134.54
Newport,44005,2022,11,9.76,88.5
Newport,44005,2022,12,3.34,139.19
Newport,44005,2023,1,3.5,181.04
Newport,44005,2023,2,2.01,47.04
Newport,44005,2023,3,4.03,100.13
Newport,44005,2023,4,9.86,100.2
Newport,44005,2023,5,13.77,73.78
Newport,44005,2023,6,17.81,90
Newport,44005,2023,7,23.41,169.26
Newport,44005,2023,8,21.7,130.82
Newport,44005,2023,9,19.83,187.2
Newport,44005,2023,10,14.77,73.47
Newport,44005,2023,11,7.03,52.2
Newport,44005,2023,12,5.43,210.18
Essex,50009,2017,1,-6.63,65.41
Essex,50009,2017,2,-6.75,79.24
Essex,50009,2017,3,-6.8,84.63
Essex,50009,2017,4,5.75,91.8
Essex,50009,2017,5,10.01,143.22
Essex,50009,2017,6,15.53,166.2
Essex,50009,2017,7,17.89,112.84
Essex,50009,2017,8,16.59,97.03
Essex,50009,2017,9,15.17,72.9
Essex,50009,2017,10,10.58,158.72
Essex,50009,2017,11,-0.94,66
Essex,50009,2017,12,-9.92,78.43
Essex,50009,2018,1,-10.81,88.35
Essex,50009,2018,2,-5.56,69.16
Essex,50009,2018,3,-4.25,66.96
Essex,50009,2018,4,1.09,126
Essex,50009,2018,5,12.44,53.01
Essex,50009,2018,6,14.97,106.2
Essex,50009,2018,7,19.69,111.29
Essex,50009,2018,8,19.07,110.36
Essex,50009,2018,9,14.95,93.3
Essex,50009,2018,10,4.94,108.81
Essex,50009,2018,11,-3.04,149.1
Essex,50009,2018,12,-7.15,91.14
Essex,50009,2019,1,-12.19,120.9
Essex,50009,2019,2,-9.72,66.36
Essex,50009,2019,3,-5.2,56.73
Essex,50009,2019,4,3.86,124.2
Essex,50009,2019,5,8.85,153.14
Essex,50009,2019,6,15.15,143.1
Essex,50009,2019,7,19.9,86.18
Essex,50009,2019,8,17.39,106.95
Essex,50009,2019,9,13.09,103.5
Essex,50009,2019,10,7.42,172.36
Essex,50009,2019,11,-3.49,89.1
Essex,50009,2019,12,-6.25,90.21
Essex,50009,2020,1,-7.41,83.39
Essex,50009,2020,2,-8.28,74.53
Essex,50009,2020,3,-1.51,76.57
Essex,50009,2020,4,1.86,110.4
Essex,50009,2020,5,9.82,79.05
Essex,50009,2020,6,16.52,78.6
Essex,50009,2020,7,20.18,109.43
Essex,50009,2020,8,17.57,83.7
Essex,50009,2020,9,13.2,58.8
Essex,50009,2020,10,6.16,132.68
Essex,50009,2020,11,1.78,78.9
Essex,50009,2020,12,-4.09,70.68
Essex,50009,2021,1,-9.27,42.47
Essex,50009,2021,2,-9.69,48.72
Essex,50009,2021,3,-2.77,42.16
Essex,50009,2021,4,4.86,107.1
Essex,50009,2021,5,10.95,50.53
Essex,50009,2021,6,17.69,68.1
Essex,50009,2021,7,16.86,159.96
Essex,50009,2021,8,19.36,85.87
Essex,50009,2021,9,14.44,84
Essex,50009,2021,10,9.53,122.76
Essex,50009,2021,11,-0.06,70.8
Essex,50009,2021,12,-4.5,75.02
Essex,50009,2022,1,-13.27,31.93
Essex,50009,2022,2,-8.09,91
Essex,50009,2022,3,-2.56,82.15
Essex,50009,2022,4,3.28,104.4
Essex,50009,2022,5,12.6,83.7
Essex,50009,2022,6,15.46,93
Essex,50009,2022,7,18.68,100.44
Essex,50009,2022,8,18.96,94.24
Essex,50009,2022,9,13.37,141.3
Essex,50009,2022,10,7.98,82.46
Essex,50009,2022,11,1.94,106.5
Essex,50009,2022,12,-4.29,116.56
Essex,50009,2023,1,-6.14,107.57
Essex,50009,2023,2,-7.83,49
Essex,50009,2023,3,-3.11,80.29
Essex,50009,2023,4,4.81,90.9
Essex,50009,2023,5,10.19,61.07
Essex,50009,2023,6,15.55,145.2
Essex,50009,2023,7,19.88,249.24
Essex,50009,2023,8,16.83,144.77
Essex,50009,2023,9,15.29,86.7
Essex,50009,2023,10,9.2,108.19
Essex,50009,2023,11,-1.45,63.3
Essex,50009,2023,12,-3.15,145.7
Capitol,9110,2017,1,-1.38,85.25
Capitol,9110,2017,2,-1.13,59.08
Capitol,9110,2017,3,-1.14,93.31
Capitol,9110,2017,4,9.68,98.7
Capitol,9110,2017,5,13.18,144.77
Capitol,9110,2017,6,18.78,104.1
Capitol,9110,2017,7,21.52,110.67
Capitol,9110,2017,8,20.85,67.58
Capitol,9110,2017,9,19.32,65.4
Capitol,9110,2017,10,14.96,190.34
Capitol,9110,2017,11,4.03,39.6
Capitol,9110,2017,12,-3.61,62
Capitol,9110,2018,1,-5.16,102.3
Capitol,9110,2018,2,-0.18,131.04
Capitol,9110,2018,3,0.46,83.7
Capitol,9110,2018,4,4.88,130.2
Capitol,9110,2018,5,16.11,57.97
Capitol,9110,2018,6,18.78,108.9
Capitol,9110,2018,7,23.49,153.14
Capitol,9110,2018,8,23.11,140.74
Capitol,9110,2018,9,19.03,219.3
Capitol,9110,2018,10,10.34,116.87
Capitol,9110,2018,11,2.28,206.4
Capitol,9110,2018,12,-0.8,126.48
Capitol,9110,2019,1,-4.73,134.23
Capitol,9110,2019,2,-3.06,76.72
Capitol,9110,2019,3,0.07,63.86
Capitol,9110,2019,4,8.28,175.5
Capitol,9110,2019,5,13.31,103.54
Capitol,9110,2019,6,18.91,111
Capitol,9110,2019,7,23.85,100.44
Capitol,9110,2019,8,22.05,105.71
Capitol,9110,2019,9,18.12,48.6
Capitol,9110,2019,10,12.1,168.33
Capitol,9110,2019,11,1.84,79.8
Capitol,9110,2019,12,-1.47,171.12
Capitol,9110,2020,1,-1.15,47.74
Capitol,9110,2020,2,-1.37,81.2
Capitol,9110,2020,3,3.41,97.96
Capitol,9110,2020,4,5.9,128.1
Capitol,9110,2020,5,12.69,62.62
Capitol,9110,2020,6,20.33,66.9
Capitol,9110,2020,7,24.88,78.12
Capitol,9110,2020,8,23.6,67.89
Capitol,9110,2020,9,18.26,60
Capitol,9110,2020,10,11.49,126.79
Capitol,9110,2020,11,6.84,138.9
Capitol,9110,2020,12,-0.37,137.64
Capitol,9110,2021,1,-3.68,59.52
Capitol,9110,2021,2,-3.43,67.48
Capitol,9110,2021,3,2.41,57.35
Capitol,9110,2021,4,8.23,92.4
Capitol,9110,2021,5,13.95,137.33
Capitol,9110,2021,6,20.98,60.9
Capitol,9110,2021,7,21.29,269.7
Capitol,9110,2021,8,22.7,130.2
Capitol,9110,2021,9,18.26,185.1
Capitol,9110,2021,10,13.51,150.04
Capitol,9110,2021,11,4.17,54.3
Capitol,9110,2021,12,1.13,71.3
Capitol,9110,2022,1,-5.75,63.55
Capitol,9110,2022,2,-2.23,114.24
Capitol,9110,2022,3,2.43,83.39
Capitol,9110,2022,4,7.38,109.8
Capitol,9110,2022,5,15.09,60.45
Capitol,9110,2022,6,19.29,77.1
Capitol,9110,2022,7,24.65,61.07
Capitol,9110,2022,8,24.59,69.75
Capitol,9110,2022,9,17.47,163.2
Capitol,9110,2022,10,11.43,114.08
Capitol,9110,2022,11,6.26,93.3
Capitol,9110,2022,12,-0.29,129.27
Capitol,9110,2023,1,0.17,146.94
Capitol,9110,2023,2,-0.73,40.32
Capitol,9110,2023,3,1.85,107.57
Capitol,9110,2023,4,10.12,118.2
Capitol,9110,2023,5,13.61,69.44
Capitol,9110,2023,6,18.29,89.1
Capitol,9110,2023,7,23.11,278.69
Capitol,9110,2023,8,20.56,127.72
Capitol,9110,2023,9,18.37,223.2
Capitol,9110,2023,10,12.71,90.52
Capitol,9110,2023,11,2.96,51.3
Capitol,9110,2023,12,2,233.74
Lincoln,23015,2017,1,-0.98,179.18
Lincoln,23015,2017,2,-1.94,137.48
Lincoln,23015,2017,3,-1.63,124.93
Lincoln,23015,2017,4,6.3,143.7
Lincoln,23015,2017,5,9.98,173.6
Lincoln,23015,2017,6,15.4,93.3
Lincoln,23015,2017,7,18.32,58.9
Lincoln,23015,2017,8,18.35,66.65
Lincoln,23015,2017,9,16.83,72.3
Lincoln,23015,2017,10,13.75,234.98
Lincoln,23015,2017,11,4.82,100.5
Lincoln,23015,2017,12,-3.25,162.13
Lincoln,23015,2018,1,-4.35,210.18
Lincoln,23015,2018,2,-0.24,151.76
Lincoln,23015,2018,3,0.73,106.33
Lincoln,23015,2018,4,4.36,157.2
Lincoln,23015,2018,5,11.57,43.71
Lincoln,23015,2018,6,14.91,124.8
Lincoln,23015,2018,7,19.25,114.39
Lincoln,23015,2018,8,20.36,90.52
Lincoln,23015,2018,9,16.64,162.6
Lincoln,23015,2018,10,9.35,157.48
Lincoln,23015,2018,11,2.74,262.2
Lincoln,23015,2018,12,-1.29,172.05
Lincoln,23015,2019,1,-4.32,264.74
Lincoln,23015,2019,2,-3.85,123.2
Lincoln,23015,2019,3,-0.35,86.49
Lincoln,23015,2019,4,5.24,147
Lincoln,23015,2019,5,9.28,130.2
Lincoln,23015,2019,6,14.45,145.5
Lincoln,23015,2019,7,19.7,58.9
Lincoln,23015,2019,8,18.79,129.27
Lincoln,23015,2019,9,15.46,76.8
Lincoln,23015,2019,10,11.19,194.37
Lincoln,23015,2019,11,3.12,134.7
Lincoln,23015,2019,12,-0.36,197.47
Lincoln,23015,2020,1,-1.56,122.76
Lincoln,23015,2020,2,-1.59,99.47
Lincoln,23015,2020,3,2.13,75.33
Lincoln,23015,2020,4,4.74,151.5
Lincoln,23015,2020,5,10.07,63.55
Lincoln,23015,2020,6,16.05,79.5
Lincoln,23015,2020,7,19.81,110.05
Lincoln,23015,2020,8,19.88,70.99
Lincoln,23015,2020,9,16.05,38.4
Lincoln,23015,2020,10,10.58,201.81
Lincoln,23015,2020,11,6.57,147
Lincoln,23015,2020,12,1.24,168.02
Lincoln,23015,2021,1,-2.15,72.54
Lincoln,23015,2021,2,-2.86,83.16
Lincoln,23015,2021,3,1.18,57.97
Lincoln,23015,2021,4,6.68,90.9
Lincoln,23015,2021,5,11.67,43.4
Lincoln,23015,2021,6,17.59,27.3
Lincoln,23015,2021,7,18.08,183.21
Lincoln,23015,2021,8,20.05,70.68
Lincoln,23015,2021,9,17.11,186.6
Lincoln,23015,2021,10,12.69,155
Lincoln,23015,2021,11,5.69,108.6
Lincoln,23015,2021,12,1.38,100.75
Lincoln,23015,2022,1,-4.54,80.6
Lincoln,23015,2022,2,-2.12,121.8
Lincoln,23015,2022,3,1.64,139.5
Lincoln,23015,2022,4,6.11,151.5
Lincoln,23015,2022,5,11.34,48.67
Lincoln,23015,2022,6,15.48,65.1
Lincoln,23015,2022,7,19.93,64.17
Lincoln,23015,2022,8,20.38,71.92
Lincoln,23015,2022,9,16.17,109.5
Lincoln,23015,2022,10,12.02,143.53
Lincoln,23015,2022,11,6.86,143.1
Lincoln,23015,2022,12,1.43,172.67
Lincoln,23015,2023,1,0.02,205.22
Lincoln,23015,2023,2,-2.02,50.12
Lincoln,23015,2023,3,1.83,67.89
Lincoln,23015,2023,4,6.21,136.5
Lincoln,23015,2023,5,11.28,115.63
Lincoln,23015,2023,6,14.56,154.5
Lincoln,23015,2023,7,20.07,140.43
Lincoln,23015,2023,8,18.69,135.78
Lincoln,23015,2023,9,17.1,108.3
Lincoln,23015,2023,10,12.61,146.32
Lincoln,23015,2023,11,4.28,101.4
Lincoln,23015,2023,12,2,237.77
Waldo,23027,2017,1,-5.52,103.54
Waldo,23027,2017,2,-5.86,95.76
Waldo,23027,2017,3,-3.66,73.16
Waldo,23027,2017,4,6.66,111
Waldo,23027,2017,5,10.81,154.07
Waldo,23027,2017,6,17.14,80.1
Waldo,23027,2017,7,19.44,62.31
Waldo,23027,2017,8,19.08,70.06
Waldo,23027,2017,9,17.72,75.6
Waldo,23027,2017,10,13.05,183.52
Waldo,23027,2017,11,1.89,72.9
Waldo,23027,2017,12,-7.87,103.85
Waldo,23027,2018,1,-8.49,128.96
Waldo,23027,2018,2,-3.32,89.32
Waldo,23027,2018,3,-0.97,77.19
Waldo,23027,2018,4,3.84,126.3
Waldo,23027,2018,5,12.76,42.47
Waldo,23027,2018,6,16.18,118.2
Waldo,23027,2018,7,21.13,75.95
Waldo,23027,2018,8,21.7,82.77
Waldo,23027,2018,9,16.85,103.8
Waldo,23027,2018,10,7.04,128.03
Waldo,23027,2018,11,-0.75,182.4
Waldo,23027,2018,12,-5.31,110.98
Waldo,23027,2019,1,-8.55,150.66
Waldo,23027,2019,2,-7.61,73.64
Waldo,23027,2019,3,-2.66,69.13
Waldo,23027,2019,4,5.13,127.8
Waldo,23027,2019,5,9.75,116.56
Waldo,23027,2019,6,15.83,156.3
Waldo,23027,2019,7,20.99,74.71
Waldo,23027,2019,8,19.16,140.74
Waldo,23027,2019,9,15.02,68.7
Waldo,23027,2019,10,9.67,192.2
Waldo,23027,2019,11,-0.5,99.6
Waldo,23027,2019,12,-3.99,128.34
Waldo,23027,2020,1,-5.59,70.99
Waldo,23027,2020,2,-5.94,74.82
Waldo,23027,2020,3,0.17,69.75
Waldo,23027,2020,4,3.87,133.5
Waldo,23027,2020,5,11.02,64.79
Waldo,23027,2020,6,17.76,83.1
Waldo,23027,2020,7,21.6,88.35
Waldo,23027,2020,8,20.75,69.75
Waldo,23027,2020,9,16.14,28.2
Waldo,23027,2020,10,8.85,179.8
Waldo,23027,2020,11,4.21,137.4
Waldo,23027,2020,12,-1.83,132.68
Waldo,23027,2021,1,-5.62,53.01
Waldo,23027,2021,2,-6.87,68.88
Waldo,23027,2021,3,-0.5,47.12
Waldo,23027,2021,4,6.66,92.7
Waldo,23027,2021,5,12.46,53.32
Waldo,23027,2021,6,19.4,33.6
Waldo,23027,2021,7,18.85,172.98
Waldo,23027,2021,8,21.49,59.52
Waldo,23027,2021,9,17,158.4
Waldo,23027,2021,10,11.53,120.28
Waldo,23027,2021,11,2.91,86.7
Waldo,23027,2021,12,-2.82,85.25
Waldo,23027,2022,1,-9.62,68.51
Waldo,23027,2022,2,-5.53,95.48
Waldo,23027,2022,3,-0.37,91.45
Waldo,23027,2022,4,5.46,131.1
Waldo,23027,2022,5,12.76,44.64
Waldo,23027,2022,6,16.55,71.4
Waldo,23027,2022,7,21.66,77.81
Waldo,23027,2022,8,21.76,103.23
Waldo,23027,2022,9,15.81,123
Waldo,23027,2022,10,10.69,163.68
Waldo,23027,2022,11,4.32,123
Waldo,23027,2022,12,-1.55,137.02
Waldo,23027,2023,1,-3.92,157.17
Waldo,23027,2023,2,-6.03,42
Waldo,23027,2023,3,0.02,61.38
Waldo,23027,2023,4,5.77,99.3
Waldo,23027,2023,5,11.87,121.83
Waldo,23027,2023,6,15.78,153.9
Waldo,23027,2023,7,21.29,133.61
Waldo,23027,2023,8,18.68,164.92
Waldo,23027,2023,9,17.18,104.4
Waldo,23027,2023,10,11.74,135.16
Waldo,23027,2023,11,1.22,72.3
Waldo,23027,2023,12,-1.58,239.32
Oxford,23017,2017,1,-7.49,87.42
Oxford,23017,2017,2,-7.26,99.12
Oxford,23017,2017,3,-5.84,70.37
Oxford,23017,2017,4,5.79,111.3
Oxford,23017,2017,5,10.08,159.03
Oxford,23017,2017,6,16.19,98.4
Oxford,23017,2017,7,18.45,98.89
Oxford,23017,2017,8,17.19,84.63
Oxford,23017,2017,9,15.79,83.7
Oxford,23017,2017,10,11.12,210.18
Oxford,23017,2017,11,-0.36,58.8
Oxford,23017,2017,12,-9.8,88.35
Oxford,23017,2018,1,-10.63,103.23
Oxford,23017,2018,2,-5.41,72.52
Oxford,23017,2018,3,-3.29,71.92
Oxford,23017,2018,4,2,114.9
Oxford,23017,2018,5,12.44,41.23
Oxford,23017,2018,6,15.37,109.5
Oxford,23017,2018,7,20.02,111.29
Oxford,23017,2018,8,19.6,109.43
Oxford,23017,2018,9,15.13,87.3
Oxford,23017,2018,10,5.2,118.11
Oxford,23017,2018,11,-3.1,177.3
Oxford,23017,2018,12,-7.44,95.48
Oxford,23017,2019,1,-11.29,137.33
Oxford,23017,2019,2,-9.79,72.24
Oxford,23017,2019,3,-5.3,60.76
Oxford,23017,2019,4,4.03,123.9
Oxford,23017,2019,5,8.89,124.62
Oxford,23017,2019,6,15.45,144.3
Oxford,23017,2019,7,20.28,80.91
Oxford,23017,2019,8,18,120.59
Oxford,23017,2019,9,13.62,71.1
Oxford,23017,2019,10,7.95,194.99
Oxford,23017,2019,11,-2.64,89.4
Oxford,23017,2019,12,-5.93,107.88
Oxford,23017,2020,1,-7.31,73.47
Oxford,23017,2020,2,-8.14,80.33
Oxford,23017,2020,3,-1.58,71.61
Oxford,23017,2020,4,2.35,136.5
Oxford,23017,2020,5,10.25,73.16
Oxford,23017,2020,6,16.9,120.6
Oxford,23017,2020,7,20.47,105.4
Oxford,23017,2020,8,18.26,60.76
Oxford,23017,2020,9,13.75,37.2
Oxford,23017,2020,10,6.38,127.41
Oxford,23017,2020,11,2.2,117
Oxford,23017,2020,12,-3.81,116.87
Oxford,23017,2021,1,-8.21,52.39
Oxford,23017,2021,2,-9.11,68.04
Oxford,23017,2021,3,-2.37,40.92
Oxford,23017,2021,4,5.37,107.1
Oxford,23017,2021,5,11.51,50.22
Oxford,23017,2021,6,18.14,42.6
Oxford,23017,2021,7,17.27,165.23
Oxford,23017,2021,8,19.62,72.23
Oxford,23017,2021,9,15.09,110.1
Oxford,23017,2021,10,9.9,114.08
Oxford,23017,2021,11,0.87,65.7
Oxford,23017,2021,12,-4.45,80.91
Oxford,23017,2022,1,-12.77,48.67
Oxford,23017,2022,2,-7.87,96.6
Oxford,23017,2022,3,-2.07,84.01
Oxford,23017,2022,4,3.9,118.8
Oxford,23017,2022,5,12.38,57.97
Oxford,23017,2022,6,15.56,74.4
Oxford,23017,2022,7,19.44,93.31
Oxford,23017,2022,8,19.8,125.55
Oxford,23017,2022,9,13.82,133.2
Oxford,23017,2022,10,8.74,132.99
Oxford,23017,2022,11,2.59,118.5
Oxford,23017,2022,12,-3.64,149.11
Oxford,23017,2023,1,-5.48,126.79
Oxford,23017,2023,2,-7.99,45.64
Oxford,23017,2023,3,-2.16,66.34
Oxford,23017,2023,4,4.71,105.6
Oxford,23017,2023,5,10.66,121.83
Oxford,23017,2023,6,15.38,199.2
Oxford,23017,2023,7,20.38,190.03
Oxford,23017,2023,8,17.3,182.59
Oxford,23017,2023,9,16.1,122.1
Oxford,23017,2023,10,9.97,102.3
Oxford,23017,2023,11,-0.71,64.2
Oxford,23017,2023,12,-3.19,214.52
Naugatuck Valley,9140,2017,1,-0.71,81.84
Naugatuck Valley,9140,2017,2,0.02,52.08
Naugatuck Valley,9140,2017,3,-0.3,98.27
Naugatuck Valley,9140,2017,4,10.29,96.6
Naugatuck Valley,9140,2017,5,13.5,134.23
Naugatuck Valley,9140,2017,6,19.2,91.8
Naugatuck Valley,9140,2017,7,22.19,92.38
Naugatuck Valley,9140,2017,8,21.35,73.47
Naugatuck Valley,9140,2017,9,19.58,57
Naugatuck Valley,9140,2017,10,15.45,171.74
Naugatuck Valley,9140,2017,11,4.71,36.9
Naugatuck Valley,9140,2017,12,-2.31,51.46
Naugatuck Valley,9140,2018,1,-4.33,88.35
Naugatuck Valley,9140,2018,2,0.65,143.64
Naugatuck Valley,9140,2018,3,0.85,80.29
Naugatuck Valley,9140,2018,4,5.47,125.4
Naugatuck Valley,9140,2018,5,16.38,74.09
Naugatuck Valley,9140,2018,6,19.12,101.4
Naugatuck Valley,9140,2018,7,23.62,151.28
Naugatuck Valley,9140,2018,8,23.4,145.39
Naugatuck Valley,9140,2018,9,19.56,201.3
Naugatuck Valley,9140,2018,10,11.37,114.08
Naugatuck Valley,9140,2018,11,3.11,193.5
Naugatuck Valley,9140,2018,12,0.18,146.01
Naugatuck Valley,9140,2019,1,-3.64,126.79
Naugatuck Valley,9140,2019,2,-2.1,72.24
Naugatuck Valley,9140,2019,3,0.59,70.37
Naugatuck Valley,9140,2019,4,8.83,169.5
Naugatuck Valley,9140,2019,5,13.91,128.96
Naugatuck Valley,9140,2019,6,19.25,110.1
Naugatuck Valley,9140,2019,7,24.34,106.33
Naugatuck Valley,9140,2019,8,22.51,94.55
Naugatuck Valley,9140,2019,9,18.69,42.9
Naugatuck Valley,9140,2019,10,12.9,173.6
Naugatuck Valley,9140,2019,11,2.6,64.2
Naugatuck Valley,9140,2019,12,-0.64,174.22
Naugatuck Valley,9140,2020,1,-0.27,51.46
Naugatuck Valley,9140,2020,2,-0.26,81.2
Naugatuck Valley,9140,2020,3,4.31,94.86
Naugatuck Valley,9140,2020,4,6.51,131.4
Naugatuck Valley,9140,2020,5,12.79,61.38
Naugatuck Valley,9140,2020,6,20.52,57.6
Naugatuck Valley,9140,2020,7,24.93,97.03
Naugatuck Valley,9140,2020,8,23.6,77.19
Naugatuck Valley,9140,2020,9,18.36,68.1
Naugatuck Valley,9140,2020,10,12.12,119.66
Naugatuck Valley,9140,2020,11,7.49,148.2
Naugatuck Valley,9140,2020,12,0.2,129.27
Naugatuck Valley,9140,2021,1,-2.94,45.26
Naugatuck Valley,9140,2021,2,-2.84,79.24
Naugatuck Valley,9140,2021,3,2.95,61.69
Naugatuck Valley,9140,2021,4,8.74,81.9
Naugatuck Valley,9140,2021,5,14.17,138.26
Naugatuck Valley,9140,2021,6,20.9,48.3
Naugatuck Valley,9140,2021,7,22.08,219.79
Naugatuck Valley,9140,2021,8,23.32,131.13
Naugatuck Valley,9140,2021,9,18.73,208.2
Naugatuck Valley,9140,2021,10,14.26,148.49
Naugatuck Valley,9140,2021,11,4.76,43.5
Naugatuck Valley,9140,2021,12,2.38,50.22
Naugatuck Valley,9140,2022,1,-4.78,66.65
Naugatuck Valley,9140,2022,2,-1.57,102.48
Naugatuck Valley,9140,2022,3,3.06,80.91
Naugatuck Valley,9140,2022,4,7.81,116.7
Naugatuck Valley,9140,2022,5,15.23,78.12
Naugatuck Valley,9140,2022,6,19.51,80.1
Naugatuck Valley,9140,2022,7,24.74,63.86
Naugatuck Valley,9140,2022,8,24.83,53.94
Naugatuck Valley,9140,2022,9,18.2,149.7
Naugatuck Valley,9140,2022,10,11.82,112.84
Naugatuck Valley,9140,2022,11,6.88,84.6
Naugatuck Valley,9140,2022,12,0.11,111.29
Naugatuck Valley,9140,2023,1,1.24,137.64
